dataset,metric,raw_gap,raw_ci_low,raw_ci_high,prevalence_adjusted_gap,prevalence_adjusted_ci_low,prevalence_adjusted_ci_high,attenuation_pct
cchs_diabetes,sensitivity,-0.022653883100568928,-0.04859499158334145,0.003575393990924665,,,,
cchs_diabetes,specificity,-0.0013106560877756968,-0.012499964373347576,0.010790277140285133,,,,
cchs_diabetes,fpr,0.0013106560877756968,-0.010790277140285133,0.012499964373347576,,,,
cchs_diabetes,fnr,0.022653883100568928,-0.003575393990924665,0.04859499158334145,,,,
cchs_diabetes,ppv,0.05270073581651322,0.03968693743053066,0.06709767904571516,-0.004870542702311853,-0.011901477686794691,0.002114842811394378,109.24188747434096
cchs_diabetes,npv,-0.013119028473521865,-0.018006405923069034,-0.007891195603250897,-0.003803414253453985,-0.008040631412384909,0.0005453415563313961,71.00841528676902
cchs_diabetes,predicted_positive_rate,0.01417552062239108,0.0031503767988314947,0.025443761976769112,-0.0010643678323224437,-0.012293658938563096,0.009207596371152687,107.50849200304651
cchs_diabetes,prevalence,0.032143479217754206,0.025509356909674326,0.039503068377250976,,,,
