dataset,comparison,group_a,group_b,n_a,n_b,n_pos_a,n_pos_b,prev_a,prev_b,auroc,best_model,sensitivity_a,sensitivity_b,sensitivity_gap,sensitivity_ci_low,sensitivity_ci_high,fnr_a,fnr_b,fnr_gap,fnr_ci_low,fnr_ci_high,ppv_raw_a,ppv_raw_b,ppv_gap_raw,ppv_gap_raw_ci_low,ppv_gap_raw_ci_high,npv_a,npv_b,ppr_a,ppr_b,ppr_gap,ppr_ci_low,ppr_ci_high,ppv_gap_adj,ppv_gap_adj_ci_low,ppv_gap_adj_ci_high,ppv_attenuation_pct,exploratory,is_secondary,note
BRFSS 2022 (heart disease),Hispanic_vs_White,Hispanic,White,12798,95120,760,9270,0.05938427879356149,0.09745584524810766,0.8309213653172551,xgboost,0.7105263157894737,0.8018338727076592,-0.09130755691818548,-0.1255355486117684,-0.061249325228500816,0.2894736842105263,0.19816612729234084,0.09130755691818548,0.061249325228500816,0.1255355486117684,0.1933404940923738,0.21993076308548096,-0.026590268993107152,-0.04068264327885755,-0.012015804279350823,0.9780109945027486,0.9700438660861341,0.21823722456633848,0.35530908326324645,-0.13707185869690797,-0.14442471812609758,-0.12930684853249913,0.06898657690250776,0.05637647179434053,0.0802942513777369,359.44294478702255,False,True,
BRFSS 2022 (heart disease),Multiracial_vs_White,Multiracial,White,2814,95224,243,9317,0.08635394456289978,0.09784298076115265,0.829137966334633,xgboost,0.8106995884773662,0.7970376730707309,0.013661915406635305,-0.03927411578623282,0.0641534064232312,0.18930041152263377,0.20296232692926908,-0.013661915406635305,-0.0641534064232312,0.03927411578623282,0.2512755102040816,0.2253375815505993,0.025937928653482323,-0.004662257380653543,0.05465736250226971,0.9773399014778326,0.9696317589811945,0.27860696517412936,0.3460787196505083,-0.06747175447637893,-0.08388604293286156,-0.04969080050713173,0.05259397999701196,0.03490253019710499,0.06991124898088799,-102.7686200376332,False,True,
